sender,sender_type,sender_id,timestamp,correct,correctResponse,deviation,disp_x,disp_y,duration,ended_on,graphFlag,img,item1,item2,item3,item4,item5,item6,item7,max,max_index,response,response_action,size,time_commit,time_end,time_render,time_run,time_show,time_switch
Stimulus + Response,canvas.Screen,1_0_1,2021-06-03T01:53:30.730Z,false,1,5,-53,5,1164,response,0,number-3-sd-5.png,83,76,80,0,0,0,0,83,1,3,click @3,3,133093,133093,131929,131914.00000000003,132186,133129
,flow.Sequence,1_0,2021-06-03T01:53:30.730Z,,,5,,,2566,completion,0,number-3-sd-5.png,83,76,80,0,0,0,0,83,1,,,3,133093,133093,130496,130488,130527,133129
Stimulus + Response,canvas.Screen,1_1_1,2021-06-03T01:53:33.178Z,true,2,15,-14,-23,711,response,1,graph-3-ld-3.png,21,43,32,0,0,0,0,43,2,2,click @2,3,135541,135541,134830,134806,134847,135570
,flow.Sequence,1_1,2021-06-03T01:53:33.178Z,,,15,,,2412,completion,1,graph-3-ld-3.png,21,43,32,0,0,0,0,43,2,,,3,135542,135541,133113,133094,133129,135570
Stimulus + Response,canvas.Screen,1_2_1,2021-06-03T01:53:34.649Z,true,1,5,85,48,841,response,1,graph-5-sd-5.png,70,63,67,65,60,0,0,70,1,1,click @1,5,137012,137012,136171,136154,136188,137054
,flow.Sequence,1_2,2021-06-03T01:53:34.649Z,,,5,,,1442,completion,1,graph-5-sd-5.png,70,63,67,65,60,0,0,70,1,,,5,137013,137012,135553,135542,135570,137054
Stimulus + Response,canvas.Screen,1_3_1,2021-06-03T01:53:37.752Z,true,1,15,51,-54,2110,response,0,number-5-ld-4.png,44,36,15,30,24,0,0,44,1,1,click @1,5,140115,140114,138004,137988,138020,140154
,flow.Sequence,1_3,2021-06-03T01:53:37.752Z,,,15,,,3060,completion,0,number-5-ld-4.png,44,36,15,30,24,0,0,44,1,,,5,140115,140114,137038,137013,137054,140154
Stimulus + Response,canvas.Screen,1_4_1,2021-06-03T01:53:40.984Z,true,4,5,-95,-81,1420,response,0,number-5-sd-1.png,48,43,46,53,51,0,0,53,4,4,click @4,5,143347,143346,141926,141916,141943,143375
,flow.Sequence,1_4,2021-06-03T01:53:40.984Z,,,5,,,3192,completion,0,number-5-sd-1.png,48,43,46,53,51,0,0,53,4,,,5,143347,143346,140138,140115,140154,143375
Stimulus + Response,canvas.Screen,1_5_1,2021-06-03T01:53:43.455Z,true,5,5,44,48,1126,response,1,graph-7-sd-2.png,55,48,52,57,59,50,53,59,5,5,click @5,7,145819.00000000003,145818,144692,144670.00000000003,144708,145848
,flow.Sequence,1_5,2021-06-03T01:53:43.456Z,,,5,,,2443,completion,1,graph-7-sd-2.png,55,48,52,57,59,50,53,59,5,,,7,145819.00000000003,145818,143359,143347,143375,145848
Stimulus + Response,canvas.Screen,1_6_1,2021-06-03T01:53:45.475Z,true,4,5,81,-92,1122,response,1,graph-5-sd-1.png,48,43,46,53,51,0,0,53,4,4,click @4,5,147839,147838,146716,146690,146732,147882
,flow.Sequence,1_6,2021-06-03T01:53:45.476Z,,,5,,,1990,completion,1,graph-5-sd-1.png,48,43,46,53,51,0,0,53,4,,,5,147839,147838,145831,145819.00000000003,145848,147882
Stimulus + Response,canvas.Screen,1_7_1,2021-06-03T01:53:48.595Z,true,1,5,-95,-63,2242,response,0,number-5-sd-5.png,70,63,67,65,60,0,0,70,1,1,click @1,5,150958,150957,148715,148694.00000000003,148731,150989
,flow.Sequence,1_7,2021-06-03T01:53:48.595Z,,,5,,,3075,completion,0,number-5-sd-5.png,70,63,67,65,60,0,0,70,1,,,5,150958,150957,147865,147839,147882,150989
Stimulus + Response,canvas.Screen,1_8_1,2021-06-03T01:53:50.606Z,true,4,5,-94,23,1081,response,1,graph-7-sd-5.png,21,16,19,24,18,15,12,24,4,4,click @4,7,152970,152969,151888,151877,151905,153006
