sender,sender_type,sender_id,timestamp,correct,correctResponse,deviation,disp_x,disp_y,duration,ended_on,graphFlag,img,item1,item2,item3,item4,item5,item6,item7,max,max_index,response,response_action,size,time_commit,time_end,time_render,time_run,time_show,time_switch
Stimulus + Response,canvas.Screen,1_7_1,2021-06-03T01:53:50.166Z,true,1,15,65,92,766.8069999985164,response,0,number-3-ld-4.png,90,70,80,0,0,0,0,90,1,1,click @1,3,142749,142746.3999999985,141962.927,141962.69999999553,141979.593,142762.895
,flow.Sequence,1_7,2021-06-03T01:53:50.166Z,,,15,,,1583.4409999985073,completion,0,number-3-ld-4.png,90,70,80,0,0,0,0,90,1,,,3,142749.3999999985,142746.3999999985,141146.293,141145.6000000015,141162.959,142762.895
Stimulus + Response,canvas.Screen,1_8_1,2021-06-03T01:53:52.410Z,true,4,5,39,34,1678.0269999985176,response,0,number-5-sd-1.png,48,43,46,53,51,0,0,53,4,4,click @4,5,144993.1000000015,144990.8999999985,143296.207,143301.5,143312.873,144996.139
,flow.Sequence,1_8,2021-06-03T01:53:52.410Z,,,5,,,2228.0049999985204,completion,0,number-5-sd-1.png,48,43,46,53,51,0,0,53,4,,,5,144993.29999999702,144990.8999999985,142746.229,142749.5,142762.895,144996.139
Stimulus + Response,canvas.Screen,1_9_1,2021-06-03T01:53:54.374Z,true,7,5,63,-11,1075.3629999970144,response,1,graph-7-sd-4.png,33,37,36,31,34,29,39,39,7,7,click @7,7,146957.29999999702,146954.79999999702,145862.771,145874.8999999985,145879.437,146962.727
,flow.Sequence,1_9,2021-06-03T01:53:54.375Z,,,5,,,1958.6609999970242,completion,1,graph-7-sd-4.png,33,37,36,31,34,29,39,39,7,,,7,146957.3999999985,146954.79999999702,144979.473,144993.3999999985,144996.139,146962.727
Stimulus + Response,canvas.Screen,1_10_1,2021-06-03T01:53:56.066Z,true,2,15,-64,18,967.2350000014994,response,0,number-3-ld-3.png,21,43,32,0,0,0,0,43,2,2,click @2,3,148648.5,148646.6000000015,147662.699,147662.79999999702,147679.365,148662.659
,flow.Sequence,1_10,2021-06-03T01:53:56.066Z,,,15,,,1683.8730000014766,completion,0,number-3-ld-3.png,21,43,32,0,0,0,0,43,2,,,3,148648.8999999985,148646.6000000015,146946.061,146957.6000000015,146962.727,148662.659
Stimulus + Response,canvas.Screen,1_11_1,2021-06-03T01:53:57.934Z,true,7,5,-21,2,1168.4349999985134,response,1,graph-7-sd-1.png,27,34,31,36,33,30,39,39,7,7,click @7,7,150516.69999999553,150514.3999999985,149329.299,149338,149345.965,150529.251
,flow.Sequence,1_11,2021-06-03T01:53:57.934Z,,,5,,,1851.7409999984957,completion,1,graph-7-sd-1.png,27,34,31,36,33,30,39,39,7,,,7,150517,150514.3999999985,148645.993,148649,148662.659,150529.251
Stimulus + Response,canvas.Screen,1_12_1,2021-06-03T01:53:59.553Z,true,4,15,-1,-6,871.1449999955366,response,1,graph-5-ld-3.png,37,28,43,58,50,0,0,58,4,4,click @4,5,152136,152133.69999999553,151245.889,151246,151262.555,152150.499
,flow.Sequence,1_12,2021-06-03T01:53:59.554Z,,,15,,,1604.4489999955404,completion,1,graph-5-ld-3.png,37,28,43,58,50,0,0,58,4,,,5,152136.19999999553,152133.69999999553,150512.585,150517.1000000015,150529.251,152150.499
Stimulus + Response,canvas.Screen,1_13_1,2021-06-03T01:54:00.948Z,true,2,15,7,52,778.2249999955238,response,1,graph-3-ld-3.png,21,43,32,0,0,0,0,43,2,2,click @2,3,153530.3999999985,153528.69999999553,152733.809,152745.1000000015,152750.475,153533.777
,flow.Sequence,1_13,2021-06-03T01:54:00.948Z,,,15,,,1378.200999995519,completion,1,graph-3-ld-3.png,21,43,32,0,0,0,0,43,2,,,3,153530.69999999553,153528.69999999553,152133.833,152136.3999999985,152150.499,153533.777
Stimulus + Response,canvas.Screen,1_14_1,2021-06-03T01:54:02.504Z,true,2,15,7,31,900.5489999970305,response,1,graph-5-ld-5.png,47,75,61,54,68,0,0,75,2,2,click @2,5,155086.5,155084.29999999702,154167.085,154171.69999999553,154183.751,155100.381
,flow.Sequence,1_14,2021-06-03T01:54:02.504Z,,,15,,,1550.522999997018,completion,1,graph-5-ld-5.png,47,75,61,54,68,0,0,75,2,,,5,155086.69999999553,155084.29999999702,153517.111,153530.79999999702,153533.777,155100.381
Stimulus + Response,canvas.Screen,1_15_1,2021-06-03T01:54:04.443Z,true,2,15,50,84,1223.446999997017,response,0,number-5-ld-2.png,1,28,8,14,20,0,0,28,2,2,click @2,5,157026,157023.79999999702,155783.687,155782.3999999985,155800.353,157033.637
,flow.Sequence,1_15,2021-06-03T01:54:04.444Z,,,15,,,1923.4189999970258,completion,0,number-5-ld-2.png,1,28,8,14,20,0,0,28,2,,,5,157026.19999999553,157023.79999999702,155083.715,155086.8999999985,155100.381,157033.637
Stimulus + Response,canvas.Screen,1_16_1,2021-06-03T01:54:06.295Z,true,4,15,-91,-69,909.06700000001,response,1,graph-7-ld-2.png,53,58,35,71,63,48,42,71,4,4,click @4,7,158877.8999999985,158876,157950.267,157963.6000000015,157966.933,158883.563
,flow.Sequence,1_16,2021-06-03T01:54:06.296Z,,,15,,,1842.363000000012,completion,1,graph-7-ld-2.png,53,58,35,71,63,48,42,71,4,,,7,158878.19999999553,158876,157016.971,157026.3999999985,157033.637,158883.563
Stimulus + Response,canvas.Screen,1_17_1,2021-06-03T01:54:08.565Z,true,4,15,-67,-84,1294.3090000000084,response,0,number-5-ld-3.png,37,28,43,58,50,0,0,58,4,4,click @4,5,161147.1000000015,161144.5,159833.525,159847.1000000015,159850.191,161150.139
,flow.Sequence,1_17,2021-06-03T01:54:08.565Z,,,15,,,2260.9370000000054,completion,0,number-5-ld-3.png,37,28,43,58,50,0,0,58,4,,,5,161147.3999999985,161144.5,158866.897,158878.29999999702,158883.563,161150.139
Stimulus + Response,canvas.Screen,1_18_1,2021-06-03T01:54:11.891Z,true,6,15,30,41,2621.0889999955252,response,0,number-7-ld-1.png,42,38,52,33,26,60,47,60,6,6,click @6,7,164473.3999999985,164471.19999999553,161833.445,161843.6000000015,161850.111,164477.702
,flow.Sequence,1_18,2021-06-03T01:54:11.891Z,,,15,,,3321.060999995534,completion,0,number-7-ld-1.png,42,38,52,33,26,60,47,60,6,,,7,164473.69999999553,164471.19999999553,161133.473,161147.5,161150.139,164477.702
Stimulus + Response,canvas.Screen,1_19_1,2021-06-03T01:54:15.001Z,true,6,15,18,71,2320.4960000000137,response,0,number-7-ld-5.png,43,38,27,48,19,56,33,56,6,6,click @6,7,167583.79999999702,167581.5,165244.338,165258.79999999702,165261.004,167594.244
,flow.Sequence,1_19,2021-06-03T01:54:15.002Z,,,15,,,3103.79800000001,completion,0,number-7-ld-5.png,43,38,27,48,19,56,33,56,6,,,7,167584.1000000015,167581.5,164461.036,164473.79999999702,164477.702,167594.244
Stimulus + Response,canvas.Screen,1_20_1,2021-06-03T01:54:18.088Z,true,6,5,-11,-4,2423.5819999970263,response,0,number-7-sd-3.png,16,21,24,25,22,28,19,28,6,6,click @6,7,170670,170667.79999999702,168227.552,168232.79999999702,168244.218,170677.454
,flow.Sequence,1_20,2021-06-03T01:54:18.088Z,,,5,,,3073.5559999970137,completion,0,number-7-sd-3.png,16,21,24,25,22,28,19,28,6,,,7,170670.19999999553,170667.79999999702,167577.578,167584.19999999553,167594.244,170677.454
Stimulus + Response,canvas.Screen,1_21_1,2021-06-03T01:54:19.515Z,true,3,15,-40,74,750.9059999999881,response,1,graph-3-ld-1.png,52,43,63,0,0,0,0,63,3,3,click @3,3,172097,172095,171327.428,171327.3999999985,171344.094,172110.73
,flow.Sequence,1_21,2021-06-03T01:54:19.515Z,,,15,,,1417.546000000002,completion,1,graph-3-ld-1.png,52,43,63,0,0,0,0,63,3,,,3,172097.3999999985,172095,170660.788,170670.3999999985,170677.454,172110.73
Stimulus + Response,canvas.Screen,1_22_1,2021-06-03T01:54:20.957Z,true,2,5,6,-74,760.7039999970293,response,1,graph-3-sd-3.png,21,28,25,0,0,0,0,28,2,2,click @2,3,173539.69999999553,173537.79999999702,172760.43,172762.1000000015,172777.096,173543.732
,flow.Sequence,1_22,2021-06-03T01:54:20.958Z,,,5,,,1427.0699999970093,completion,1,graph-3-sd-3.png,21,28,25,0,0,0,0,28,2,,,3,173539.8999999985,173537.79999999702,172094.064,172097.5,172110.73,173543.732
Stimulus + Response,canvas.Screen,1_23_1,2021-06-03T01:54:22.545Z,true,4,5,43,66,997.6579999955429,response,1,graph-5-sd-1.png,48,43,46,53,51,0,0,53,4,4,click @4,5,175127,175124.69999999553,174110.376,174117.29999999702,174127.042,175143.668
,flow.Sequence,1_23,2021-06-03T01:54:22.545Z,,,5,,,1580.9679999955406,completion,1,graph-5-sd-1.png,48,43,46,53,51,0,0,53,4,,,5,175127.19999999553,175124.69999999553,173527.066,173540.1000000015,173543.732,175143.668
Stimulus + Response,canvas.Screen,1_24_1,2021-06-03T01:54:24.317Z,true,2,5,91,96,1253.1519999970333,response,0,number-3-sd-2.png,54,57,51,0,0,0,0,57,2,2,click @2,3,176899.29999999702,176896.79999999702,175626.982,175632.1000000015,175643.648,176910.264
,flow.Sequence,1_24,2021-06-03T01:54:24.318Z,,,5,,,1753.1319999970146,completion,0,number-3-sd-2.png,54,57,51,0,0,0,0,57,2,,,3,176899.69999999553,176896.79999999702,175127.002,175127.29999999702,175143.668,176910.264
Stimulus + Response,canvas.Screen,1_25_1,2021-06-03T01:54:27.267Z,true,4,5,-91,-69,2520.1860000015004,response,0,number-7-sd-5.png,21,16,19,24,18,15,12,24,4,4,click @4,7,179849.29999999702,179847.1000000015,177310.248,177316.1000000015,177326.914,179860.146
,flow.Sequence,1_25,2021-06-03T01:54:27.268Z,,,5,,,2936.8360000014945,completion,0,number-7-sd-5.png,21,16,19,24,18,15,12,24,4,,,7,179849.6000000015,179847.1000000015,176893.598,176899.79999999702,176910.264,179860.146
Stimulus + Response,canvas.Screen,1_26_1,2021-06-03T01:54:29.191Z,true,6,15,-18,-94,960.4920000014827,response,1,graph-7-ld-5.png,43,38,27,48,19,56,33,56,6,6,click @6,7,181772.6000000015,181770.6000000015,180793.442,180794.69999999553,180810.108,181776.736
,flow.Sequence,1_26,2021-06-03T01:54:29.191Z,,,15,,,1910.4540000014822,completion,1,graph-7-ld-5.png,43,38,27,48,19,56,33,56,6,,,7,181772.8999999985,181770.6000000015,179843.48,179849.79999999702,179860.146,181776.736
Stimulus + Response,canvas.Screen,1_27_1,2021-06-03T01:54:31.243Z,true,6,15,82,92,929.5419999985024,response,1,graph-7-ld-1.png,42,38,52,33,26,60,47,60,6,6,click @6,7,183825.1000000015,183822.8999999985,182876.692,182878.69999999553,182893.358,183842.241
,flow.Sequence,1_27,2021-06-03T01:54:31.244Z,,,15,,,2046.1639999985055,completion,1,graph-7-ld-1.png,42,38,52,33,26,60,47,60,6,,,7,183825.3999999985,183822.8999999985,181760.07,181773,181776.736,183842.241
Stimulus + Response,canvas.Screen,1_28_1,2021-06-03T01:54:32.951Z,true,3,5,63,84,921.4229999970121,response,1,graph-3-sd-4.png,15,11,18,0,0,0,0,18,3,3,click @3,3,185532.6000000015,185530.29999999702,184592.211,184594.1000000015,184608.877,185542.173
,flow.Sequence,1_28,2021-06-03T01:54:32.951Z,,,5,,,1688.0589999970107,completion,1,graph-3-sd-4.png,15,11,18,0,0,0,0,18,3,,,3,185533,185530.29999999702,183825.575,183825.5,183842.241,185542.173
Stimulus + Response,canvas.Screen,1_29_1,2021-06-03T01:54:36.085Z,true,5,15,-21,-44,2605.7810000015015,response,0,number-5-ld-1.png,27,40,19,33,48,0,0,48,5,5,click @5,5,188667.19999999553,188664.6000000015,186042.153,186053.19999999553,186058.819,188692.047
,flow.Sequence,1_29,2021-06-03T01:54:36.086Z,,,15,,,3122.4270000014803,completion,0,number-5-ld-1.png,27,40,19,33,48,0,0,48,5,,,5,188667.29999999702,188664.6000000015,185525.507,185533,185542.173,188692.047
Stimulus + Response,canvas.Screen,1_30_1,2021-06-03T01:54:37.905Z,true,3,15,66,5,792.3929999984975,response,1,graph-3-ld-5.png,10,19,30,0,0,0,0,30,3,3,click @3,3,190486.6000000015,190484.3999999985,189675.341,189676.6000000015,189692.007,190491.975
,flow.Sequence,1_30,2021-06-03T01:54:37.905Z,,,15,,,1792.3529999985185,completion,1,graph-3-ld-5.png,10,19,30,0,0,0,0,30,3,,,3,190486.8999999985,190484.3999999985,188675.381,188667.5,188692.047,190491.975
Stimulus + Response,canvas.Screen,1_31_1,2021-06-03T01:54:40.166Z,true,3,15,4,-88,1686.7809999985038,response,0,number-3-ld-2.png,52,62,72,0,0,0,0,72,3,3,click @3,3,192747.5,192745.3999999985,191041.953,191056,191058.619,192758.551
,flow.Sequence,1_31,2021-06-03T01:54:40.166Z,,,15,,,2253.424999998504,completion,0,number-3-ld-2.png,52,62,72,0,0,0,0,72,3,,,3,192747.8999999985,192745.3999999985,190475.309,190487,190491.975,192758.551
Stimulus + Response,canvas.Screen,1_32_1,2021-06-03T01:54:41.856Z,true,5,5,-12,65,877.8809999985097,response,1,graph-7-sd-2.png,55,48,52,57,59,50,53,59,5,5,click @5,7,194438,194436.3999999985,193541.853,193556.8999999985,193558.519,194439.431
,flow.Sequence,1_32,2021-06-03T01:54:41.857Z,,,5,,,1677.8489999985031,completion,1,graph-7-sd-2.png,55,48,52,57,59,50,53,59,5,,,7,194438.19999999553,194436.3999999985,192741.885,192748,192758.551,194439.431
Stimulus + Response,canvas.Screen,1_33_1,2021-06-03T01:54:43.878Z,true,3,15,-6,-77,1350.7289999970235,response,0,number-3-ld-1.png,52,43,63,0,0,0,0,63,3,3,click @3,3,196459.19999999553,196456.79999999702,195089.405,195104.19999999553,195106.071,196472.683
,flow.Sequence,1_33,2021-06-03T01:54:43.878Z,,,15,,,2017.3689999970084,completion,0,number-3-ld-1.png,52,43,63,0,0,0,0,63,3,,,3,196459.5,196456.79999999702,194422.765,194438.29999999702,194439.431,196472.683
Stimulus + Response,canvas.Screen,1_34_1,2021-06-03T01:54:46.619Z,true,5,5,39,-75,2009.7790000014938,response,0,number-7-sd-2.png,55,48,52,57,59,50,53,59,5,5,click @5,7,199200.8999999985,199199.1000000015,197172.655,197188.6000000015,197189.321,199205.907
,flow.Sequence,1_34,2021-06-03T01:54:46.620Z,,,5,,,2726.4170000015,completion,0,number-7-sd-2.png,55,48,52,57,59,50,53,59,5,,,7,199201.19999999553,199199.1000000015,196456.017,196459.6000000015,196472.683,199205.907
Stimulus + Response,canvas.Screen,1_35_1,2021-06-03T01:54:48.351Z,true,2,15,-57,93,974.7230000014824,response,1,graph-5-ld-2.png,1,28,8,14,20,0,0,28,2,2,click @2,5,200932.69999999553,200930.6000000015,199939.211,199955.29999999702,199955.877,200939.171
,flow.Sequence,1_35,2021-06-03T01:54:48.352Z,,,15,,,1724.6930000014836,completion,1,graph-5-ld-2.png,1,28,8,14,20,0,0,28,2,,,5,200932.8999999985,200930.6000000015,199189.241,199201.29999999702,199205.907,200939.171
Stimulus + Response,canvas.Screen,1_36_1,2021-06-03T01:54:49.939Z,true,2,5,-95,-68,1012.0849999985076,response,1,graph-3-sd-1.png,71,75,68,0,0,0,0,75,2,2,click @2,3,202520,202517.8999999985,201489.149,201493.69999999553,201505.815,202522.441
,flow.Sequence,1_36,2021-06-03T01:54:49.939Z,,,5,,,1578.7289999985078,completion,1,graph-3-sd-1.png,71,75,68,0,0,0,0,75,2,,,3,202520.29999999702,202517.8999999985,200922.505,200933.1000000015,200939.171,202522.441
Stimulus + Response,canvas.Screen,1_37_1,2021-06-03T01:54:51.943Z,true,1,15,59,6,1232.9230000000098,response,0,number-7-ld-3.png,90,68,62,83,77,73,56,90,1,1,click @1,7,204524.1000000015,204522,203272.411,203281.19999999553,203289.077,204539.027
,flow.Sequence,1_37,2021-06-03T01:54:51.943Z,,,15,,,1999.5590000000084,completion,0,number-7-ld-3.png,90,68,62,83,77,73,56,90,1,,,7,204524.3999999985,204522,202505.775,202520.3999999985,202522.441,204539.027
Stimulus + Response,canvas.Screen,1_38_1,2021-06-03T01:54:54.068Z,true,3,5,-57,51,1430.0479999984964,response,0,number-5-sd-2.png,24,26,31,21,28,0,0,31,3,3,click @3,5,206648.8999999985,206646.3999999985,205199.686,205205.1000000015,205216.352,206666.294
,flow.Sequence,1_38,2021-06-03T01:54:54.068Z,,,5,,,2107.372999998508,completion,0,number-5-sd-2.png,24,26,31,21,28,0,0,31,3,,,5,206649.19999999553,206646.3999999985,204522.361,204524.6000000015,204539.027,206666.294
Stimulus + Response,canvas.Screen,1_39_1,2021-06-03T01:54:56.087Z,true,2,15,63,0,1367.0979999955161,response,0,number-5-ld-5.png,47,75,61,54,68,0,0,75,2,2,click @2,5,208668.6000000015,208666.69999999553,207282.936,207297.29999999702,207299.602,208682.88
,flow.Sequence,1_39,2021-06-03T01:54:56.088Z,,,15,,,2000.4059999955352,completion,0,number-5-ld-5.png,47,75,61,54,68,0,0,75,2,,,5,208669,208666.69999999553,206649.628,206650.6000000015,206666.294,208682.88
Stimulus + Response,canvas.Screen,1_40_1,2021-06-03T01:54:58.132Z,true,1,5,2,-52,1094.4240000014834,response,0,number-3-sd-5.png,83,76,80,0,0,0,0,83,1,1,click @1,3,210712.79999999702,210710.6000000015,209599.51,209614.1000000015,209616.176,210716.132
,flow.Sequence,1_40,2021-06-03T01:54:58.132Z,,,5,,,2027.7200000014855,completion,0,number-3-sd-5.png,83,76,80,0,0,0,0,83,1,,,3,210713.1000000015,210710.6000000015,208666.214,208669.1000000015,208682.88,210716.132
Stimulus + Response,canvas.Screen,1_41_1,2021-06-03T01:54:59.655Z,true,3,15,-49,-27,734.2659999955213,response,1,graph-3-ld-2.png,52,62,72,0,0,0,0,72,3,3,click @3,3,212235.79999999702,212233.69999999553,211482.768,211498.1000000015,211499.434,212249.404
,flow.Sequence,1_41,2021-06-03T01:54:59.655Z,,,15,,,1517.5679999955173,completion,1,graph-3-ld-2.png,52,62,72,0,0,0,0,72,3,,,3,212236,212233.69999999553,210699.466,210713.19999999553,210716.132,212249.404
Stimulus + Response,canvas.Screen,1_42_1,2021-06-03T01:55:02.508Z,true,7,5,-80,5,2321.1499999955413,response,0,number-7-sd-1.png,27,34,31,36,33,30,39,39,7,7,click @7,7,215089.29999999702,215087.19999999553,212749.384,212756.3999999985,212766.05,215099.29
,flow.Sequence,1_42,2021-06-03T01:55:02.509Z,,,5,,,2837.79599999552,completion,0,number-7-sd-1.png,27,34,31,36,33,30,39,39,7,,,7,215089.6000000015,215087.19999999553,212232.738,212236.19999999553,212249.404,215099.29
Stimulus + Response,canvas.Screen,1_43_1,2021-06-03T01:55:04.136Z,true,3,15,-89,-24,898.8719999970053,response,0,number-3-ld-5.png,10,19,30,0,0,0,0,30,3,3,click @3,3,216717,216714.79999999702,215799.262,215802.8999999985,215815.928,216724.675
,flow.Sequence,1_43,2021-06-03T01:55:04.136Z,,,15,,,1615.5099999970116,completion,0,number-3-ld-5.png,10,19,30,0,0,0,0,30,3,,,3,216717.29999999702,216714.79999999702,215082.624,215089.69999999553,215099.29,216724.675
Stimulus + Response,canvas.Screen,1_44_1,2021-06-03T01:55:05.884Z,true,3,5,-59,-99,1037.6529999970226,response,0,number-3-sd-4.png,15,11,18,0,0,0,0,18,3,3,click @3,3,218464.5,218462.29999999702,217407.981,217414.1000000015,217424.647,218474.605
,flow.Sequence,1_44,2021-06-03T01:55:05.884Z,,,5,,,1737.6249999970314,completion,0,number-3-sd-4.png,15,11,18,0,0,0,0,18,3,,,3,218464.79999999702,218462.29999999702,216708.009,216717.3999999985,216724.675,218474.605
Stimulus + Response,canvas.Screen,1_45_1,2021-06-03T01:55:08.105Z,true,1,15,-90,-64,1158.9370000000054,response,1,graph-5-ld-4.png,44,36,15,30,24,0,0,44,1,1,click @1,5,220685.69999999553,220683.5,219507.897,219514.19999999553,219524.563,220691.183
,flow.Sequence,1_45,2021-06-03T01:55:08.105Z,,,15,,,2208.8949999999895,completion,1,graph-5-ld-4.png,44,36,15,30,24,0,0,44,1,,,5,220686,220683.5,218457.939,218464.8999999985,218474.605,220691.183
Stimulus + Response,canvas.Screen,1_46_1,2021-06-03T01:55:09.676Z,true,6,5,-47,-88,763.1489999970072,response,1,graph-7-sd-3.png,16,21,24,25,22,28,19,28,6,6,click @6,7,222256.3999999985,222254.29999999702,221474.485,221486.6000000015,221491.151,222257.787
,flow.Sequence,1_46,2021-06-03T01:55:09.676Z,,,5,,,1563.1169999970298,completion,1,graph-7-sd-3.png,16,21,24,25,22,28,19,28,6,,,7,222256.69999999553,222254.29999999702,220674.517,220686.19999999553,220691.183,222257.787
Stimulus + Response,canvas.Screen,1_47_1,2021-06-03T01:55:12.329Z,false,7,5,78,74,1966.7069999970263,response,0,number-7-sd-4.png,33,37,36,31,34,29,39,39,7,3,click @3,7,224909.5,224907.79999999702,222924.427,222929.29999999702,222941.093,224924.347
,flow.Sequence,1_47,2021-06-03T01:55:12.329Z,,,5,,,2650.0129999970086,completion,0,number-7-sd-4.png,33,37,36,31,34,29,39,39,7,,,7,224909.69999999553,224907.79999999702,222241.121,222256.79999999702,222257.787,224924.347
Stimulus + Response,canvas.Screen,1_48_1,2021-06-03T01:55:14.061Z,true,1,5,-94,34,848.4209999985178,response,1,graph-3-sd-5.png,83,76,80,0,0,0,0,83,1,1,click @1,3,226641.6000000015,226639.3999999985,225774.313,225775.69999999553,225790.979,226657.611
,flow.Sequence,1_48,2021-06-03T01:55:14.061Z,,,5,,,1715.052999998501,completion,1,graph-3-sd-5.png,83,76,80,0,0,0,0,83,1,,,3,226641.79999999702,226639.3999999985,224907.681,224909.79999999702,224924.347,226657.611
Stimulus + Response,canvas.Screen,1_49_1,2021-06-03T01:55:15.496Z,false,5,5,-42,23,748.442999998515,response,1,graph-5-sd-3.png,81,77,84,79,86,0,0,86,5,3,click @3,5,228076.8999999985,228074.3999999985,227309.291,227314.69999999553,227325.957,228092.593
,flow.Sequence,1_49,2021-06-03T01:55:15.497Z,,,5,,,1416.7889999985055,completion,1,graph-5-sd-3.png,81,77,84,79,86,0,0,86,5,,,5,228077.19999999553,228074.3999999985,226640.945,226641.8999999985,226657.611,228092.593
Stimulus + Response,canvas.Screen,1_50_1,2021-06-03T01:55:16.706Z,true,1,15,38,-96,641.9290000000037,response,1,graph-3-ld-4.png,90,70,80,0,0,0,0,90,1,1,click @1,3,229286.3999999985,229284.5,228625.905,228637.69999999553,228642.571,229292.545
,flow.Sequence,1_50,2021-06-03T01:55:16.706Z,,,15,,,1191.9070000000065,completion,1,graph-3-ld-4.png,90,70,80,0,0,0,0,90,1,,,3,229286.69999999553,229284.5,228075.927,228077.3999999985,228092.593,229292.545
Stimulus + Response,canvas.Screen,1_51_1,2021-06-03T01:55:19.031Z,true,5,15,77,69,1650.4150000014924,response,1,graph-5-ld-1.png,27,40,19,33,48,0,0,48,5,5,click @5,5,231611.79999999702,231609.6000000015,229942.519,229944.6000000015,229959.185,231625.785
,flow.Sequence,1_51,2021-06-03T01:55:19.032Z,,,15,,,2317.0550000014773,completion,1,graph-5-ld-1.png,27,40,19,33,48,0,0,48,5,,,5,231612.1000000015,231609.6000000015,229275.879,229286.79999999702,229292.545,231625.785
Stimulus + Response,canvas.Screen,1_52_1,2021-06-03T01:55:21.781Z,true,1,15,55,61,1867.1830000015034,response,0,number-7-ld-4.png,61,27,43,39,34,49,54,61,1,1,click @1,7,234361.69999999553,234359.6000000015,232475.751,232485.1000000015,232492.417,234375.675
,flow.Sequence,1_52,2021-06-03T01:55:21.782Z,,,15,,,2733.8150000014866,completion,0,number-7-ld-4.png,61,27,43,39,34,49,54,61,1,,,7,234362,234359.6000000015,231609.119,231612.19999999553,231625.785,234375.675
