sender,sender_type,sender_id,timestamp,correct,correctResponse,deviation,disp_x,disp_y,duration,ended_on,graphFlag,img,item1,item2,item3,item4,item5,item6,item7,max,max_index,response,response_action,size,time_commit,time_end,time_render,time_run,time_show,time_switch
Stimulus + Response,canvas.Screen,1_0_1,2021-06-03T01:54:04.034Z,true,1,5,94,94,1423.0000000000073,response,1,graph-5-sd-5.png,70,63,67,65,60,0,0,70,1,1,click @1,5,47490,47483.00000000001,46060,46040,46082,47528
,flow.Sequence,1_0,2021-06-03T01:54:04.035Z,,,5,,,5595.000000000007,completion,1,graph-5-sd-5.png,70,63,67,65,60,0,0,70,1,,,5,47490,47483.00000000001,41855,41842,41888,47528
Stimulus + Response,canvas.Screen,1_1_1,2021-06-03T01:54:10.368Z,true,4,5,-26,43,1864,response,0,number-7-sd-5.png,21,16,19,24,18,15,12,24,4,4,click @4,7,53823,53816,51952,51926,51969,53856
,flow.Sequence,1_1,2021-06-03T01:54:10.368Z,,,5,,,6288,completion,0,number-7-sd-5.png,21,16,19,24,18,15,12,24,4,,,7,53824,53816,47511,47490,47528,53856
Stimulus + Response,canvas.Screen,1_2_1,2021-06-03T01:54:15.152Z,true,1,15,-64,15,1205,response,1,graph-7-ld-4.png,61,27,43,39,34,49,54,61,1,1,click @1,7,58607,58601,57396,57378,57411,58635
,flow.Sequence,1_2,2021-06-03T01:54:15.152Z,,,15,,,4745,completion,1,graph-7-ld-4.png,61,27,43,39,34,49,54,61,1,,,7,58607,58601,53838,53824,53856,58635
Stimulus + Response,canvas.Screen,1_3_1,2021-06-03T01:54:19.921Z,true,1,15,-56,-8,1024,response,1,graph-5-ld-4.png,44,36,15,30,24,0,0,44,1,1,click @1,5,63377,63371,62347,62321,62363,63405
,flow.Sequence,1_3,2021-06-03T01:54:19.922Z,,,15,,,4736,completion,1,graph-5-ld-4.png,44,36,15,30,24,0,0,44,1,,,5,63377,63371,58619,58607,58635,63405
Stimulus + Response,canvas.Screen,1_4_1,2021-06-03T01:54:23.598Z,true,5,15,68,-58,1098,response,1,graph-5-ld-1.png,27,40,19,33,48,0,0,48,5,5,click @5,5,67053,67046,65948,65926,65965,67094
,flow.Sequence,1_4,2021-06-03T01:54:23.598Z,,,15,,,3641,completion,1,graph-5-ld-1.png,27,40,19,33,48,0,0,48,5,,,5,67053,67046,63389,63377,63405,67094
Stimulus + Response,canvas.Screen,1_5_1,2021-06-03T01:54:28.808Z,false,3,5,27,78,1239,response,0,number-5-sd-4.png,70,68,75,65,72,0,0,75,3,1,click @1,5,72263,72257,71018,70995,71035,72295
,flow.Sequence,1_5,2021-06-03T01:54:28.808Z,,,5,,,5163,completion,0,number-5-sd-4.png,70,68,75,65,72,0,0,75,3,,,5,72263,72257,67077,67054,67094,72295
Stimulus + Response,canvas.Screen,1_6_1,2021-06-03T01:54:32.617Z,true,2,15,-44,-38,889,response,1,graph-3-ld-3.png,21,43,32,0,0,0,0,43,2,2,click @2,3,76072,76066,75177,75158,75194,76114
,flow.Sequence,1_6,2021-06-03T01:54:32.617Z,,,15,,,3771,completion,1,graph-3-ld-3.png,21,43,32,0,0,0,0,43,2,,,3,76073.00000000001,76066,72278,72263,72295,76114
Stimulus + Response,canvas.Screen,1_7_1,2021-06-03T01:54:35.727Z,true,2,15,-40,80,1286,response,1,graph-5-ld-5.png,47,75,61,54,68,0,0,75,2,2,click @2,5,79182,79175,77889,77874,77906,79217
,flow.Sequence,1_7,2021-06-03T01:54:35.727Z,,,15,,,3061,completion,1,graph-5-ld-5.png,47,75,61,54,68,0,0,75,2,,,5,79182,79175,76098,76073.00000000001,76114,79217
Stimulus + Response,canvas.Screen,1_8_1,2021-06-03T01:54:39.067Z,true,5,5,-26,85,1903,response,0,number-5-sd-3.png,81,77,84,79,86,0,0,86,5,5,click @5,5,82523,82516,80613,80601,80629,82552
,flow.Sequence,1_8,2021-06-03T01:54:39.067Z,,,5,,,3299,completion,0,number-5-sd-3.png,81,77,84,79,86,0,0,86,5,,,5,82523,82516,79200,79183,79217,82552
Stimulus + Response,canvas.Screen,1_9_1,2021-06-03T01:54:42.081Z,true,1,15,-17,14,1172,response,1,graph-7-ld-3.png,90,68,62,83,77,73,56,90,1,1,click @1,7,85537,85531,84359,84347.00000000001,84375,85578
,flow.Sequence,1_9,2021-06-03T01:54:42.082Z,,,15,,,2979,completion,1,graph-7-ld-3.png,90,68,62,83,77,73,56,90,1,,,7,85537,85531,82536,82523,82552,85578
