sender,sender_type,sender_id,timestamp,correct,correctResponse,deviation,disp_x,disp_y,duration,ended_on,graphFlag,img,item1,item2,item3,item4,item5,item6,item7,max,max_index,response,response_action,size,time_commit,time_end,time_render,time_run,time_show,time_switch
Stimulus + Response,canvas.Screen,1_0_1,2021-06-03T01:53:35.749Z,true,4,5,-56,61,1436.0529999999853,response,1,graph-7-sd-5.png,21,16,19,24,18,15,12,24,4,4,click @4,7,160035.04999999996,160032.74,158580.021,158582.55999999994,158596.687,160046.629
,flow.Sequence,1_0,2021-06-03T01:53:35.750Z,,,5,,,6435.853000000003,completion,1,graph-7-sd-5.png,21,16,19,24,18,15,12,24,4,,,7,160035.98999999996,160032.74,153580.221,153578.09499999997,153596.887,160046.629
Stimulus + Response,canvas.Screen,1_1_1,2021-06-03T01:53:39.055Z,true,6,15,60,20,2008.5489999999409,response,0,number-7-ld-5.png,43,38,27,48,19,56,33,56,6,6,click @6,7,163341,163338.45999999993,161313.245,161326.32,161329.911,163346.497
,flow.Sequence,1_1,2021-06-03T01:53:39.055Z,,,15,,,3291.8309999999474,completion,0,number-7-ld-5.png,43,38,27,48,19,56,33,56,6,,,7,163341.37999999995,163338.45999999993,160029.963,160036.12999999995,160046.629,163346.497
Stimulus + Response,canvas.Screen,1_2_1,2021-06-03T01:53:42.632Z,true,1,15,-43,-97,2386.8120000000345,response,0,number-7-ld-4.png,61,27,43,39,34,49,54,61,1,1,click @1,7,166918.59499999997,166916.59500000003,164513.117,164520.04999999996,164529.783,166936.242
,flow.Sequence,1_2,2021-06-03T01:53:42.633Z,,,15,,,3570.0980000000272,completion,0,number-7-ld-4.png,61,27,43,39,34,49,54,61,1,,,7,166918.92999999993,166916.59500000003,163329.831,163341.55,163346.497,166936.242
Stimulus + Response,canvas.Screen,1_3_1,2021-06-03T01:53:45.561Z,true,3,15,67,38,1409.0080000000016,response,0,number-3-ld-1.png,52,43,63,0,0,0,0,63,3,3,click @3,3,169847.44999999998,169845.19,168419.516,168435.37500000003,168436.182,169852.792
,flow.Sequence,1_3,2021-06-03T01:53:45.561Z,,,15,,,2908.948000000004,completion,0,number-3-ld-1.png,52,43,63,0,0,0,0,63,3,,,3,169847.795,169845.19,166919.576,166919.085,166936.242,169852.792
Stimulus + Response,canvas.Screen,1_4_1,2021-06-03T01:53:47.648Z,true,1,15,-59,39,995.1980000000331,response,0,number-3-ld-4.png,90,70,80,0,0,0,0,90,1,1,click @1,3,171933.87499999994,171931.28000000003,170919.416,170930.87000000002,170936.082,171936.042
,flow.Sequence,1_4,2021-06-03T01:53:47.648Z,,,15,,,2078.488000000041,completion,0,number-3-ld-4.png,90,70,80,0,0,0,0,90,1,,,3,171934.22999999995,171931.28000000003,169836.126,169847.94499999998,169852.792,171936.042
