sender,sender_type,sender_id,timestamp,correct,correctResponse,deviation,disp_x,disp_y,duration,ended_on,graphFlag,img,item1,item2,item3,item4,item5,item6,item7,max,max_index,response,response_action,size,time_commit,time_end,time_render,time_run,time_show,time_switch
Stimulus + Response,canvas.Screen,1_12_1,2021-06-03T01:53:57.159Z,TRUE,2,15,33,79,991.1889999,response,0,number-3-ld-3.png,21,43,32,0,0,0,0,43,2,2,click @2,3,171622.4,171620.4,170612.443,170614.9,170629.211,171635.804
,flow.Sequence,1_12,2021-06-03T01:53:57.159Z,,,15,,,1602.899,completion,0,number-3-ld-3.png,21,43,32,0,0,0,0,43,2,,,3,171622.9,171620.4,170000.884,170010.4,170017.501,171635.804
Stimulus + Response,canvas.Screen,1_13_1,2021-06-03T01:53:59.347Z,FALSE,5,15,-31,-51,1515.864,response,0,number-5-ld-1.png,27,40,19,33,48,0,0,48,5,2,click @2,5,173810.2,173808.4,172275.861,172277.5,172292.536,173835.009
,flow.Sequence,1_13,2021-06-03T01:53:59.347Z,,,15,,,2172.596,completion,0,number-5-ld-1.png,27,40,19,33,48,0,0,48,5,,,5,173810.9,173808.4,171619.115,171623.2,171635.804,173835.009
Stimulus + Response,canvas.Screen,1_14_1,2021-06-03T01:54:02.078Z,TRUE,3,15,67,-1,1367.307,response,0,number-3-ld-2.png,52,62,72,0,0,0,0,72,3,3,click @3,3,176541.8,176540.3,175153.339,175168.6,175172.993,176556.77
,flow.Sequence,1_14,2021-06-03T01:54:02.079Z,,,15,,,2705.291,completion,0,number-3-ld-2.png,52,62,72,0,0,0,0,72,3,,,3,176542.4,176540.3,173800.561,173811.1,173835.009,176556.77
Stimulus + Response,canvas.Screen,1_15_1,2021-06-03T01:54:04.604Z,TRUE,6,15,69,-31,1571.939,response,0,number-7-ld-1.png,42,38,52,33,26,60,47,60,6,6,click @6,7,179066.9,179065.4,177476.714,177480,177493.461,179081.575
,flow.Sequence,1_15,2021-06-03T01:54:04.604Z,,,15,,,2508.63,completion,0,number-7-ld-1.png,42,38,52,33,26,60,47,60,6,,,7,179067.6,179065.4,176540.099,176542.7,176556.77,179081.575
Stimulus + Response,canvas.Screen,1_16_1,2021-06-03T01:54:08.213Z,TRUE,1,15,21,78,2637.723,response,0,number-7-ld-4.png,61,27,43,39,34,49,54,61,1,1,click @1,7,182676.1,182674.4,180020.085,180025.7,180036.677,182688.537
,flow.Sequence,1_16,2021-06-03T01:54:08.214Z,,,15,,,3592.825,completion,0,number-7-ld-4.png,61,27,43,39,34,49,54,61,1,,,7,182677,182674.4,179064.879,179067.9,179081.575,182688.537
Stimulus + Response,canvas.Screen,1_17_1,2021-06-03T01:54:10.082Z,TRUE,4,5,-75,-88,914.5499999,response,1,graph-5-sd-1.png,48,43,46,53,51,0,0,53,4,4,click @4,5,184545.4,184537.1,183605.88,183614.2,183622.55,184561.95
,flow.Sequence,1_17,2021-06-03T01:54:10.083Z,,,5,,,1848.563,completion,1,graph-5-sd-1.png,48,43,46,53,51,0,0,53,4,,,5,184546.2,184537.1,182671.922,182677.4,182688.537,184561.95
Stimulus + Response,canvas.Screen,1_18_1,2021-06-03T01:54:13.077Z,TRUE,5,5,10,90,2292.425,response,0,number-7-sd-2.png,55,48,52,57,59,50,53,59,5,5,click @5,7,187540.1,187538.3,185229.015,185235.1,185245.875,187564.945
,flow.Sequence,1_18,2021-06-03T01:54:13.077Z,,,5,,,2976.35,completion,0,number-7-sd-2.png,55,48,52,57,59,50,53,59,5,,,7,187540.7,187538.3,184545.259,184546.5,184561.95,187564.945
Stimulus + Response,canvas.Screen,1_19_1,2021-06-03T01:54:14.856Z,TRUE,3,5,-97,83,1184.079,response,0,number-5-sd-4.png,70,68,75,65,72,0,0,75,3,3,click @3,5,189319.8,189318.3,188117.537,188119.8,188134.221,189326.247
,flow.Sequence,1_19,2021-06-03T01:54:14.857Z,,,5,,,1753.355,completion,0,number-5-sd-4.png,70,68,75,65,72,0,0,75,3,,,5,189320.4,189318.3,187536.706,187541,187564.945,189326.247
Stimulus + Response,canvas.Screen,1_20_1,2021-06-03T01:54:17.603Z,TRUE,4,15,-2,-89,2149.834,response,0,number-7-ld-2.png,53,58,35,71,63,48,42,71,4,4,click @4,7,192066.4,192065.2,189898.744,189907,189915.366,192083.641
,flow.Sequence,1_20,2021-06-03T01:54:17.603Z,,,15,,,2738.953,completion,0,number-7-ld-2.png,53,58,35,71,63,48,42,71,4,,,7,192066.9,192065.2,189309.602,189320.6,189326.247,192083.641
Stimulus + Response,canvas.Screen,1_21_1,2021-06-03T01:54:19.625Z,TRUE,3,15,-25,58,746.708,response,1,graph-3-ld-2.png,52,62,72,0,0,0,0,72,3,3,click @3,3,194088.5,194086.5,193323.157,193328.3,193339.792,194121.632
,flow.Sequence,1_21,2021-06-03T01:54:19.626Z,,,15,,,2002.859,completion,1,graph-3-ld-2.png,52,62,72,0,0,0,0,72,3,,,3,194089.2,194086.5,192066.962,192067.2,192083.641,194121.632
Stimulus + Response,canvas.Screen,1_22_1,2021-06-03T01:54:23.634Z,TRUE,6,15,-5,-22,3087.781,response,0,number-7-ld-5.png,43,38,27,48,19,56,33,56,6,6,click @6,7,198097.2,198095.4,194990.971,195006,195007.619,198103.817
,flow.Sequence,1_22,2021-06-03T01:54:23.635Z,,,15,,,3973.768,completion,0,number-7-ld-5.png,43,38,27,48,19,56,33,56,6,,,7,198097.8,198095.4,194073.649,194089.5,194121.632,198103.817
Stimulus + Response,canvas.Screen,1_23_1,2021-06-03T01:54:27.759Z,TRUE,1,15,99,90,3299.359,response,0,number-5-ld-4.png,44,36,15,30,24,0,0,44,1,1,click @1,5,202222,202220.4,198904.445,198917.9,198921.041,202240.286
,flow.Sequence,1_23,2021-06-03T01:54:27.760Z,,,15,,,4116.583,completion,0,number-5-ld-4.png,44,36,15,30,24,0,0,44,1,,,5,202222.7,202220.4,198087.201,198098.1,198103.817,202240.286
Stimulus + Response,canvas.Screen,1_24_1,2021-06-03T01:54:29.940Z,TRUE,2,5,-86,-13,1593.887,response,0,number-3-sd-1.png,71,75,68,0,0,0,0,75,2,2,click @2,3,204402.7,204401.2,202790.655,202801.2,202807.313,204407.405
,flow.Sequence,1_24,2021-06-03T01:54:29.940Z,,,5,,,2160.914,completion,0,number-3-sd-1.png,71,75,68,0,0,0,0,75,2,,,3,204403.2,204401.2,202221.993,202223,202240.286,204407.405
Stimulus + Response,canvas.Screen,1_25_1,2021-06-03T01:54:31.306Z,TRUE,4,15,-88,-23,648.1089999,response,1,graph-5-ld-3.png,37,28,43,58,50,0,0,58,4,4,click @4,5,205768.6,205767.4,205102.597,205112.5,205119.291,205786.357
,flow.Sequence,1_25,2021-06-03T01:54:31.306Z,,,15,,,1359.995,completion,1,graph-5-ld-3.png,37,28,43,58,50,0,0,58,4,,,5,205769.2,205767.4,204390.787,204403.4,204407.405,205786.357
Stimulus + Response,canvas.Screen,1_26_1,2021-06-03T01:54:32.872Z,TRUE,6,5,-31,94,946.728,response,1,graph-7-sd-3.png,16,21,24,25,22,28,19,28,6,6,click @6,7,207334.7,207333.5,206370.133,206382.8,206386.772,207337.436
,flow.Sequence,1_26,2021-06-03T01:54:32.873Z,,,5,,,1547.143,completion,1,graph-7-sd-3.png,16,21,24,25,22,28,19,28,6,,,7,207335.4,207333.5,205769.709,205769.4,205786.357,207337.436
Stimulus + Response,canvas.Screen,1_27_1,2021-06-03T01:54:34.494Z,TRUE,1,15,-55,-96,999.958,response,1,graph-5-ld-4.png,44,36,15,30,24,0,0,44,1,1,click @1,5,208956.4,208954.5,207937.899,207948.9,207954.542,208967.503
,flow.Sequence,1_27,2021-06-03T01:54:34.494Z,,,15,,,1617.064,completion,1,graph-5-ld-4.png,44,36,15,30,24,0,0,44,1,,,5,208957.1,208954.5,207320.759,207335.8,207337.436,208967.503
Stimulus + Response,canvas.Screen,1_28_1,2021-06-03T01:54:36.473Z,TRUE,6,15,98,-10,1149.6,response,1,graph-7-ld-1.png,42,38,52,33,26,60,47,60,6,6,click @6,7,210935.9,210934.3,209768.028,209776.4,209784.7,210952.165
,flow.Sequence,1_28,2021-06-03T01:54:36.474Z,,,15,,,1966.797,completion,1,graph-7-ld-1.png,42,38,52,33,26,60,47,60,6,,,7,210936.5,210934.3,208950.841,208957.3,208967.503,210952.165
Stimulus + Response,canvas.Screen,1_29_1,2021-06-03T01:54:38.115Z,TRUE,1,15,84,-31,923.4369999,response,1,graph-7-ld-3.png,90,68,62,83,77,73,56,90,1,1,click @1,7,212577.5,212576.1,211636.019,211647.1,211652.663,212586.667
,flow.Sequence,1_29,2021-06-03T01:54:38.115Z,,,15,,,1623.935,completion,1,graph-7-ld-3.png,90,68,62,83,77,73,56,90,1,,,7,212577.9,212576.1,210935.536,210936.7,210952.165,212586.667
Stimulus + Response,canvas.Screen,1_30_1,2021-06-03T01:54:40.033Z,TRUE,1,15,-17,-63,1157.237,response,0,number-3-ld-4.png,90,70,80,0,0,0,0,90,1,1,click @1,3,214495.6,214494.4,213320.491,213329.6,213337.163,214526.293
,flow.Sequence,1_30,2021-06-03T01:54:40.033Z,,,15,,,1907.733,completion,0,number-3-ld-4.png,90,70,80,0,0,0,0,90,1,,,3,214496.2,214494.4,212569.902,212578.2,212586.667,214526.293
Stimulus + Response,canvas.Screen,1_31_1,2021-06-03T01:54:45.042Z,TRUE,7,5,17,1,3866.014,response,0,number-7-sd-1.png,27,34,31,36,33,30,39,39,7,7,click @7,7,219504.6,219503.1,215620.398,215620.4,215637.086,219521.985
,flow.Sequence,1_31,2021-06-03T01:54:45.042Z,,,5,,,4976.807,completion,0,number-7-sd-1.png,27,34,31,36,33,30,39,39,7,,,7,219505,219503.1,214480.893,214496.5,214526.293,219521.985
Stimulus + Response,canvas.Screen,1_32_1,2021-06-03T01:54:47.118Z,TRUE,7,5,-57,-93,1190.102,response,1,graph-7-sd-1.png,27,34,31,36,33,30,39,39,7,7,click @7,7,221580.9,221579.3,220372.579,220387.6,220389.198,221595.494
,flow.Sequence,1_32,2021-06-03T01:54:47.119Z,,,5,,,2057.315,completion,1,graph-7-sd-1.png,27,34,31,36,33,30,39,39,7,,,7,221581.5,221579.3,219505.271,219505.2,219521.985,221595.494
Stimulus + Response,canvas.Screen,1_33_1,2021-06-03T01:54:48.988Z,TRUE,1,15,-94,-31,949.881,response,1,graph-7-ld-4.png,61,27,43,39,34,49,54,61,1,1,click @1,7,223450.6,223449.3,222462.744,222478.2,222499.419,223477.65
,flow.Sequence,1_33,2021-06-03T01:54:48.988Z,,,15,,,1853.806,completion,1,graph-7-ld-4.png,61,27,43,39,34,49,54,61,1,,,7,223451.2,223449.3,221578.807,221581.8,221595.494,223477.65
Stimulus + Response,canvas.Screen,1_34_1,2021-06-03T01:54:50.844Z,TRUE,3,5,-64,-10,869.206,response,1,graph-5-sd-2.png,24,26,31,21,28,0,0,31,3,3,click @3,5,225306.6,225305.3,224419.439,224429.8,224436.094,225320.143
,flow.Sequence,1_34,2021-06-03T01:54:50.844Z,,,5,,,1827.65,completion,1,graph-5-sd-2.png,24,26,31,21,28,0,0,31,3,,,5,225307,225305.3,223435.469,223451.5,223477.65,225320.143
Stimulus + Response,canvas.Screen,1_35_1,2021-06-03T01:54:52.410Z,TRUE,1,5,92,-63,962.3029998,response,1,graph-5-sd-5.png,70,63,67,65,60,0,0,70,1,1,click @1,5,226872.6,226871.2,225870.43,225886,225908.897,226880.542
,flow.Sequence,1_35,2021-06-03T01:54:52.410Z,,,5,,,1551.057,completion,1,graph-5-sd-5.png,70,63,67,65,60,0,0,70,1,,,5,226873.1,226871.2,225303.42,225307.2,225320.143,226880.542
Stimulus + Response,canvas.Screen,1_36_1,2021-06-03T01:54:54.659Z,TRUE,1,15,-83,-6,1539.265,response,0,number-7-ld-3.png,90,68,62,83,77,73,56,90,1,1,click @1,7,229121.6,229120.3,227564.385,227575.5,227581.035,229133.278
,flow.Sequence,1_36,2021-06-03T01:54:54.659Z,,,15,,,2239.758,completion,0,number-7-ld-3.png,90,68,62,83,77,73,56,90,1,,,7,229122.2,229120.3,226871.18,226873.5,226880.542,229133.278
Stimulus + Response,canvas.Screen,1_37_1,2021-06-03T01:54:56.225Z,TRUE,3,15,21,45,747.066,response,1,graph-3-ld-1.png,52,43,63,0,0,0,0,63,3,3,click @3,3,230688.1,230686.3,229922.517,229935.9,229939.234,230706.359
,flow.Sequence,1_37,2021-06-03T01:54:56.226Z,,,15,,,1553.022,completion,1,graph-3-ld-1.png,52,43,63,0,0,0,0,63,3,,,3,230688.8,230686.3,229120.846,229122.4,229133.278,230706.359
Stimulus + Response,canvas.Screen,1_38_1,2021-06-03T01:54:57.646Z,TRUE,2,5,-34,-91,817.3239999,response,1,graph-3-sd-1.png,71,75,68,0,0,0,0,75,2,2,click @2,3,232108.8,232107.4,231273.47,231287.3,231290.076,232124.014
,flow.Sequence,1_38,2021-06-03T01:54:57.646Z,,,5,,,1401.041,completion,1,graph-3-sd-1.png,71,75,68,0,0,0,0,75,2,,,3,232109.4,232107.4,230673.006,230689,230706.359,232124.014
Stimulus + Response,canvas.Screen,1_39_1,2021-06-03T01:54:59.661Z,TRUE,4,5,-25,67,1297.61,response,1,graph-7-sd-5.png,21,16,19,24,18,15,12,24,4,4,click @4,7,234123.7,234122.1,232807.821,232820.2,232824.49,234130.817
,flow.Sequence,1_39,2021-06-03T01:54:59.661Z,,,5,,,1998.086,completion,1,graph-7-sd-5.png,21,16,19,24,18,15,12,24,4,,,7,234124.1,234122.1,232107.364,232112.2,232124.014,234130.817
Stimulus + Response,canvas.Screen,1_40_1,2021-06-03T01:55:01.030Z,TRUE,4,15,57,-28,783.467,response,1,graph-7-ld-2.png,53,58,35,71,63,48,42,71,4,4,click @4,7,235492.7,235481.3,234681.194,234694.9,234697.833,235498.395
,flow.Sequence,1_40,2021-06-03T01:55:01.030Z,,,15,,,1350.483,completion,1,graph-7-ld-2.png,53,58,35,71,63,48,42,71,4,,,7,235493.3,235481.3,234114.142,234124.4,234130.817,235498.395
Stimulus + Response,canvas.Screen,1_41_1,2021-06-03T01:55:02.718Z,TRUE,3,15,-99,32,1045.984,response,0,number-3-ld-5.png,10,19,30,0,0,0,0,30,3,3,click @3,3,237180.5,237178.2,236115.527,236116.5,236132.216,237202.992
,flow.Sequence,1_41,2021-06-03T01:55:02.718Z,,,15,,,1679.805,completion,0,number-3-ld-5.png,10,19,30,0,0,0,0,30,3,,,3,237181.1,237178.2,235481.731,235493.7,235498.395,237202.992
Stimulus + Response,canvas.Screen,1_42_1,2021-06-03T01:55:03.917Z,TRUE,2,15,-2,31,562.0779998,response,1,graph-3-ld-3.png,21,43,32,0,0,0,0,43,2,2,click @2,3,238380.1,238378.7,237799.982,237813.7,237816.622,238383.744
,flow.Sequence,1_42,2021-06-03T01:55:03.918Z,,,15,,,1175.708,completion,1,graph-3-ld-3.png,21,43,32,0,0,0,0,43,2,,,3,238380.9,238378.7,237166.213,237181.3,237202.992,238383.744
Stimulus + Response,canvas.Screen,1_43_1,2021-06-03T01:55:05.214Z,TRUE,3,15,43,3,691.17,response,1,graph-3-ld-5.png,10,19,30,0,0,0,0,30,3,3,click @3,3,239677,239675.3,238967.458,238973.5,238984.13,239684.59
,flow.Sequence,1_43,2021-06-03T01:55:05.215Z,,,15,,,1291.556,completion,1,graph-3-ld-5.png,10,19,30,0,0,0,0,30,3,,,3,239677.7,239675.3,238367.029,238381.1,238383.744,239684.59
Stimulus + Response,canvas.Screen,1_44_1,2021-06-03T01:55:06.366Z,TRUE,3,5,48,98,608.8999998,response,1,graph-5-sd-4.png,70,68,75,65,72,0,0,75,3,3,click @3,5,240828.5,240827.2,240201.664,240201.3,240218.3,240835.413
,flow.Sequence,1_44,2021-06-03T01:55:06.366Z,,,5,,,1142.61,completion,1,graph-5-sd-4.png,70,68,75,65,72,0,0,75,3,,,5,240829.2,240827.2,239667.962,239677.9,239684.59,240835.413
Stimulus + Response,canvas.Screen,1_45_1,2021-06-03T01:55:08.554Z,TRUE,2,5,89,91,1629.045,response,0,number-3-sd-3.png,21,28,25,0,0,0,0,28,2,2,click @2,3,243016.6,243014.8,241369.076,241380.2,241385.755,243023.973
,flow.Sequence,1_45,2021-06-03T01:55:08.554Z,,,5,,,2179.387,completion,0,number-3-sd-3.png,21,28,25,0,0,0,0,28,2,,,3,243017.2,243014.8,240818.702,240829.5,240835.413,243023.973
Stimulus + Response,canvas.Screen,1_46_1,2021-06-03T01:55:11.285Z,TRUE,7,5,-10,6,2171.855,response,0,number-7-sd-4.png,33,37,36,31,34,29,39,39,7,7,click @7,7,245748.1,245746.3,243557.746,243561,243574.445,245769.954
,flow.Sequence,1_46,2021-06-03T01:55:11.286Z,,,5,,,2722.327,completion,0,number-7-sd-4.png,33,37,36,31,34,29,39,39,7,,,7,245748.7,245746.3,243007.348,243017.5,243023.973,245769.954
Stimulus + Response,canvas.Screen,1_47_1,2021-06-03T01:55:13.093Z,TRUE,7,5,9,59,1166.299,response,1,graph-7-sd-4.png,33,37,36,31,34,29,39,39,7,7,click @7,7,247555.5,247553.3,246370.327,246375.5,246387.001,247571.165
,flow.Sequence,1_47,2021-06-03T01:55:13.093Z,,,5,,,1783.346,completion,1,graph-7-sd-4.png,33,37,36,31,34,29,39,39,7,,,7,247556,247553.3,245736.568,245749.1,245769.954,247571.165
Stimulus + Response,canvas.Screen,1_48_1,2021-06-03T01:55:15.079Z,TRUE,3,5,-1,-70,1118.462,response,0,number-3-sd-4.png,15,11,18,0,0,0,0,18,3,3,click @3,3,249542.1,249540.2,248405.059,248410.7,248421.738,249544.583
,flow.Sequence,1_48,2021-06-03T01:55:15.080Z,,,5,,,1969.035,completion,0,number-3-sd-4.png,15,11,18,0,0,0,0,18,3,,,3,249542.6,249540.2,247554.487,247556.4,247571.165,249544.583
Stimulus + Response,canvas.Screen,1_49_1,2021-06-03T01:55:17.466Z,TRUE,1,5,36,77,1605.711,response,0,number-5-sd-5.png,70,63,67,65,60,0,0,70,1,1,click @1,5,251929.1,251927.2,250304.812,250314.3,250321.489,251935.311
,flow.Sequence,1_49,2021-06-03T01:55:17.467Z,,,5,,,2382.617,completion,0,number-5-sd-5.png,70,63,67,65,60,0,0,70,1,,,5,251929.7,251927.2,249527.908,249542.9,249544.583,251935.311
Stimulus + Response,canvas.Screen,1_50_1,2021-06-03T01:55:19.398Z,TRUE,3,15,-17,20,1373.866,response,0,number-3-ld-1.png,52,43,63,0,0,0,0,63,3,3,click @3,3,253861.2,253859.4,252468.914,252480.7,252485.534,253879.339
,flow.Sequence,1_50,2021-06-03T01:55:19.399Z,,,15,,,1924.089,completion,0,number-3-ld-1.png,52,43,63,0,0,0,0,63,3,,,3,253861.8,253859.4,251918.542,251929.9,251935.311,253879.339
Stimulus + Response,canvas.Screen,1_51_1,2021-06-03T01:55:21.619Z,FALSE,2,15,37,-26,1578.616,response,0,number-5-ld-5.png,47,75,61,54,68,0,0,75,2,5,click @5,5,256082.1,256080.3,254485.059,254494,254501.684,256096.091
,flow.Sequence,1_51,2021-06-03T01:55:21.620Z,,,15,,,2200.961,completion,0,number-5-ld-5.png,47,75,61,54,68,0,0,75,2,,,5,256082.8,256080.3,253849.062,253862,253879.339,256096.091
Stimulus + Response,canvas.Screen,1_52_1,2021-06-03T01:55:23.350Z,TRUE,6,15,15,2,797.8169998,response,1,graph-7-ld-5.png,43,38,27,48,19,56,33,56,6,6,click @6,7,257812.6,257811.2,256996.676,256998,257013.383,257847.228
,flow.Sequence,1_52,2021-06-03T01:55:23.350Z,,,15,,,1715.109,completion,1,graph-7-ld-5.png,43,38,27,48,19,56,33,56,6,,,7,257813.2,257811.2,256074.896,256083.1,256096.091,257847.228
Stimulus + Response,canvas.Screen,1_53_1,2021-06-03T01:55:25.799Z,TRUE,4,5,69,-91,1795.799,response,0,number-5-sd-1.png,48,43,46,53,51,0,0,53,4,4,click @4,5,260262,260260.1,258447.66,258454.8,258464.301,260268.926
,flow.Sequence,1_53,2021-06-03T01:55:25.800Z,,,5,,,2412.872,completion,0,number-5-sd-1.png,48,43,46,53,51,0,0,53,4,,,5,260262.5,260260.1,257830.547,257813.4,257847.228,260268.926
Stimulus + Response,canvas.Screen,1_54_1,2021-06-03T01:55:29.827Z,TRUE,2,15,74,46,1702.259,response,0,number-5-ld-2.png,1,28,8,14,20,0,0,28,2,2,click @2,5,264290.4,264289.4,262570.484,262585.5,262587.141,264305.01
,flow.Sequence,1_54,2021-06-03T01:55:29.828Z,,,15,,,4020.474,completion,0,number-5-ld-2.png,1,28,8,14,20,0,0,28,2,,,5,264290.8,264289.4,260252.291,260262.9,260268.926,264305.01
Stimulus + Response,canvas.Screen,1_55_1,2021-06-03T01:55:31.593Z,TRUE,3,5,86,41,866.2629998,response,1,graph-3-sd-4.png,15,11,18,0,0,0,0,18,3,3,click @3,3,266056.4,266055.2,265172.375,265173.5,265188.937,266072.944
,flow.Sequence,1_55,2021-06-03T01:55:31.594Z,,,5,,,1750.19,completion,1,graph-3-sd-4.png,15,11,18,0,0,0,0,18,3,,,3,266057,266055.2,264288.304,264291,264305.01,266072.944
Stimulus + Response,canvas.Screen,1_56_1,2021-06-03T01:55:34.263Z,FALSE,6,5,-95,10,2134.051,response,0,number-7-sd-3.png,16,21,24,25,22,28,19,28,6,4,click @4,7,268726,268724,266573.333,266587.2,266589.949,268741.429
,flow.Sequence,1_56,2021-06-03T01:55:34.264Z,,,5,,,2651.056,completion,0,number-7-sd-3.png,16,21,24,25,22,28,19,28,6,,,7,268726.7,268724,266056.248,266057.2,266072.944,268741.429
Stimulus + Response,canvas.Screen,1_57_1,2021-06-03T01:55:35.650Z,TRUE,2,5,51,46,669.6619999,response,1,graph-3-sd-2.png,54,57,51,0,0,0,0,57,2,2,click @2,3,270113,270111.6,269425.234,269438.6,269441.938,270125.679
