sender,sender_type,sender_id,timestamp,correct,correctResponse,deviation,disp_x,disp_y,duration,ended_on,graphFlag,img,item1,item2,item3,item4,item5,item6,item7,max,max_index,response,response_action,size,time_commit,time_end,time_render,time_run,time_show,time_switch
Stimulus + Response,canvas.Screen,1_0_1,2021-06-03T01:53:38.338Z,true,1,5,-64,78,1415.938999999984,response,0,number-5-sd-5.png,70,63,67,65,60,0,0,70,1,1,click @1,5,153590.595,153586.59,152153.985,152159.76499999998,152170.651,153594.391
,flow.Sequence,1_0,2021-06-03T01:53:38.339Z,,,5,,,3515.8550000000105,completion,0,number-5-sd-5.png,70,63,67,65,60,0,0,70,1,,,5,153592.13,153586.59,150037.403,150055.60000000003,150070.735,153594.391
Stimulus + Response,canvas.Screen,1_1_1,2021-06-03T01:53:41.075Z,true,4,15,30,-5,1163.2850000000617,response,0,number-7-ld-2.png,53,58,35,71,63,48,42,71,4,4,click @4,7,156327.59,156324.28000000006,155144.329,155159.85499999998,155160.995,156344.281
,flow.Sequence,1_1,2021-06-03T01:53:41.076Z,,,15,,,2729.889000000054,completion,0,number-7-ld-2.png,53,58,35,71,63,48,42,71,4,,,7,156328.44499999998,156324.28000000006,153577.725,153592.31999999998,153594.391,156344.281
Stimulus + Response,canvas.Screen,1_2_1,2021-06-03T01:53:43.984Z,true,7,5,-34,-13,1239.4400000000023,response,1,graph-7-sd-1.png,27,34,31,36,33,30,39,39,7,7,click @7,7,159237.09499999994,159233.655,157977.549,157987.08999999997,157994.215,159244.165
,flow.Sequence,1_2,2021-06-03T01:53:43.985Z,,,5,,,2889.3740000000107,completion,1,graph-7-sd-1.png,27,34,31,36,33,30,39,39,7,,,7,159237.615,159233.655,156327.615,156329.28500000003,156344.281,159244.165
Stimulus + Response,canvas.Screen,1_3_1,2021-06-03T01:53:46.969Z,false,7,5,10,-39,1807.1999999999825,response,0,number-7-sd-4.png,33,37,36,31,34,29,39,39,7,2,click @2,7,162221.495,162217.985,160394.119,160396.06000000003,160410.785,162227.379
,flow.Sequence,1_3,2021-06-03T01:53:46.969Z,,,5,,,2973.819999999978,completion,0,number-7-sd-4.png,33,37,36,31,34,29,39,39,7,,,7,162222.02500000002,162217.985,159227.499,159237.83500000002,159244.165,162227.379
Stimulus + Response,canvas.Screen,1_4_1,2021-06-03T01:53:49.509Z,true,6,15,-79,13,1099.6509999999835,response,1,graph-7-ld-5.png,43,38,27,48,19,56,33,56,6,6,click @6,7,164761.96500000003,164758.29499999998,163641.978,163650.975,163658.644,164775.266
,flow.Sequence,1_4,2021-06-03T01:53:49.510Z,,,15,,,2530.9159999999974,completion,1,graph-7-ld-5.png,43,38,27,48,19,56,33,56,6,,,7,164762.51,164758.29499999998,162210.713,162222.26,162227.379,164775.266
Stimulus + Response,canvas.Screen,1_5_1,2021-06-03T01:53:52.154Z,true,7,5,35,3,1412.5510000000359,response,1,graph-7-sd-4.png,33,37,36,31,34,29,39,39,7,7,click @7,7,167407.02499999997,167404.43500000003,165975.218,165970.55999999997,165991.884,167408.494
,flow.Sequence,1_5,2021-06-03T01:53:52.154Z,,,5,,,2629.1690000000235,completion,1,graph-7-sd-4.png,33,37,36,31,34,29,39,39,7,,,7,167407.40000000005,167404.43500000003,164758.6,164762.75499999998,164775.266,167408.494
