sender,sender_type,sender_id,timestamp,correct,correctResponse,deviation,disp_x,disp_y,duration,ended_on,graphFlag,img,item1,item2,item3,item4,item5,item6,item7,max,max_index,response,response_action,size,time_commit,time_end,time_render,time_run,time_show,time_switch
Stimulus + Response,canvas.Screen,1_0_1,2021-06-03T01:53:49.263Z,true,3,15,-46,80,1027.5909999912546,response,0,number-3-ld-2.png,52,62,72,0,0,0,0,72,3,3,click @3,3,152266.25000000058,152263.23499999125,151218.978,151233.06499999308,151235.644,152268.936
,flow.Sequence,1_0,2021-06-03T01:53:49.263Z,,,15,,,11177.184999991267,completion,0,number-3-ld-2.png,52,62,72,0,0,0,0,72,3,,,3,152267.1399999963,152263.23499999125,141052.718,141075.47999999952,141086.05,152268.936
Stimulus + Response,canvas.Screen,1_1_1,2021-06-03T01:53:51.733Z,true,2,15,37,-33,1343.8179999955464,response,0,number-5-ld-2.png,1,28,8,14,20,0,0,28,2,2,click @2,5,154736.70499998843,154733.97499999555,153373.491,153386.98999999906,153390.157,154740.103
,flow.Sequence,1_1,2021-06-03T01:53:51.733Z,,,15,,,2465.038999995566,completion,0,number-5-ld-2.png,1,28,8,14,20,0,0,28,2,,,5,154737.05999999947,154733.97499999555,152252.27,152267.30999999563,152268.936,154740.103
Stimulus + Response,canvas.Screen,1_2_1,2021-06-03T01:53:54.195Z,true,6,15,-75,-79,1489.3889999932435,response,0,number-7-ld-5.png,43,38,27,48,19,56,33,56,6,6,click @6,7,157198.35500000045,157196.11999999324,155690.065,155704.92499999818,155706.731,157206.671
,flow.Sequence,1_2,2021-06-03T01:53:54.195Z,,,15,,,2456.0169999932405,completion,0,number-7-ld-5.png,43,38,27,48,19,56,33,56,6,,,7,157198.66499998898,157196.11999999324,154723.437,154737.20999999205,154740.103,157206.671
Stimulus + Response,canvas.Screen,1_3_1,2021-06-03T01:53:56.820Z,true,2,5,53,47,1430.462999989104,response,0,number-3-sd-1.png,71,75,68,0,0,0,0,75,2,2,click @2,3,159823.19499998994,159820.4199999891,158373.291,158377.21999999485,158389.957,159839.899
,flow.Sequence,1_3,2021-06-03T01:53:56.820Z,,,5,,,2613.748999989097,completion,0,number-3-sd-1.png,71,75,68,0,0,0,0,75,2,,,3,159823.53499998862,159820.4199999891,157190.005,157198.80499999272,157206.671,159839.899
Stimulus + Response,canvas.Screen,1_4_1,2021-06-03T01:53:59.362Z,true,4,5,-45,3,1890.697999991069,response,0,number-5-sd-1.png,48,43,46,53,51,0,0,53,4,4,click @4,5,162366.12999999488,162363.90499999106,160456.541,160468.7649999978,160473.207,162373.131
,flow.Sequence,1_4,2021-06-03T01:53:59.363Z,,,5,,,2524.005999991059,completion,0,number-5-sd-1.png,48,43,46,53,51,0,0,53,4,,,5,162366.3899999956,162363.90499999106,159823.233,159823.67999998678,159839.899,162373.131
Stimulus + Response,canvas.Screen,1_5_1,2021-06-03T01:54:01.243Z,true,3,5,-86,-20,871.8839999941702,response,1,graph-3-sd-4.png,15,11,18,0,0,0,0,18,3,3,click @3,3,164247.1649999934,164244.97499999416,163356.425,163359.36999999103,163373.091,164254.214
,flow.Sequence,1_5,2021-06-03T01:54:01.244Z,,,5,,,1871.843999994162,completion,1,graph-3-sd-4.png,15,11,18,0,0,0,0,18,3,,,3,164247.47499999648,164244.97499999416,162356.465,162366.50499999814,162373.131,164254.214
Stimulus + Response,canvas.Screen,1_6_1,2021-06-03T01:54:02.673Z,true,1,5,-28,-88,870.2579999913287,response,1,graph-3-sd-5.png,83,76,80,0,0,0,0,83,1,1,click @1,3,165676.37499999546,165674.44999999134,164787.526,164788.1999999954,164804.192,165687.49
,flow.Sequence,1_6,2021-06-03T01:54:02.673Z,,,5,,,1420.2359999913315,completion,1,graph-3-sd-5.png,83,76,80,0,0,0,0,83,1,,,3,165676.67499999516,165674.44999999134,164237.548,164247.60999999125,164254.214,165687.49
Stimulus + Response,canvas.Screen,1_7_1,2021-06-03T01:54:06.702Z,true,7,5,-54,-90,3282.210999988485,response,0,number-7-sd-1.png,27,34,31,36,33,30,39,39,7,7,click @7,7,169705.70999999472,169703.00499998848,166404.128,166419.17999999714,166420.794,169720.662
,flow.Sequence,1_7,2021-06-03T01:54:06.702Z,,,5,,,4015.514999988489,completion,0,number-7-sd-1.png,27,34,31,36,33,30,39,39,7,,,7,169706.005,169703.00499998848,165670.824,165676.80999998993,165687.49,169720.662
Stimulus + Response,canvas.Screen,1_8_1,2021-06-03T01:54:10.699Z,true,1,15,33,-92,2512.4799999997776,response,0,number-7-ld-4.png,61,27,43,39,34,49,54,61,1,1,click @1,7,173702.5549999962,173699.74999999977,171170.604,171174.47999998694,171187.27,173703.836
,flow.Sequence,1_8,2021-06-03T01:54:10.699Z,,,15,,,3979.087999999756,completion,0,number-7-ld-4.png,61,27,43,39,34,49,54,61,1,,,7,173702.8849999915,173699.74999999977,169703.996,169706.14999999816,169720.662,173703.836
