sender,sender_type,sender_id,timestamp,correct,correctResponse,deviation,disp_x,disp_y,duration,ended_on,graphFlag,img,item1,item2,item3,item4,item5,item6,item7,max,max_index,response,response_action,size,time_commit,time_end,time_render,time_run,time_show,time_switch
Stimulus + Response,canvas.Screen,1_0_1,2021-06-03T01:59:22.613Z,true,6,5,30,-23,1270.6039999975037,response,1,graph-7-sd-3.png,16,21,24,25,22,28,19,28,6,6,click @6,7,75536.87499999069,75534.4449999975,74247.174,74255.82000002032,74263.841,75547.2
,flow.Sequence,1_0,2021-06-03T01:59:22.613Z,,,5,,,5205.01099999751,completion,1,graph-7-sd-3.png,16,21,24,25,22,28,19,28,6,,,7,75537.55499998806,75534.4449999975,70296.1,70307.85500002094,70329.434,75547.2
Stimulus + Response,canvas.Screen,1_1_1,2021-06-03T01:59:24.533Z,true,4,15,56,53,791.3909999946773,response,1,graph-7-ld-2.png,53,58,35,71,63,48,42,71,4,4,click @4,7,77457.28999999119,77455.27999999467,76647.222,76661.17500001565,76663.889,77463.905
,flow.Sequence,1_1,2021-06-03T01:59:24.533Z,,,15,,,1908.0799999946757,completion,1,graph-7-ld-2.png,53,58,35,71,63,48,42,71,4,,,7,77457.69499999005,77455.27999999467,75530.533,75537.72500000196,75547.2,77463.905
Stimulus + Response,canvas.Screen,1_2_1,2021-06-03T01:59:27.250Z,true,6,15,30,36,1891.2670000223297,response,0,number-7-ld-5.png,43,38,27,48,19,56,33,56,6,6,click @6,7,80173.94000000786,80171.85500002233,78263.921,78268.55500001693,78280.588,80180.626
,flow.Sequence,1_2,2021-06-03T01:59:27.250Z,,,15,,,2707.9500000223343,completion,0,number-7-ld-5.png,43,38,27,48,19,56,33,56,6,,,7,80174.34500000672,80171.85500002233,77447.238,77457.82000001054,77463.905,80180.626
Stimulus + Response,canvas.Screen,1_3_1,2021-06-03T01:59:29.593Z,true,1,15,26,-55,1001.0390000297048,response,1,graph-7-ld-4.png,61,27,43,39,34,49,54,61,1,1,click @1,7,82516.98000001488,82515.02500002971,81497.319,81503.47500003409,81513.986,82530.673
,flow.Sequence,1_3,2021-06-03T01:59:29.593Z,,,15,,,2334.3990000297053,completion,1,graph-7-ld-4.png,61,27,43,39,34,49,54,61,1,,,7,82517.35500001814,82515.02500002971,80163.959,80174.47500000708,80180.626,82530.673
Stimulus + Response,canvas.Screen,1_4_1,2021-06-03T01:59:31.473Z,true,3,15,42,88,914.0390000193293,response,1,graph-3-ld-1.png,52,43,63,0,0,0,0,63,3,3,click @3,3,84397.24000002025,84395.26000001933,83464.554,83480.65500002122,83481.221,84414.573
,flow.Sequence,1_4,2021-06-03T01:59:31.473Z,,,15,,,1864.587000019339,completion,1,graph-3-ld-1.png,52,43,63,0,0,0,0,63,3,,,3,84397.67000003485,84395.26000001933,82514.006,82517.5300000119,82530.673,84414.573
Stimulus + Response,canvas.Screen,1_5_1,2021-06-03T01:59:33.310Z,true,3,5,-42,65,917.1590000353899,response,1,graph-5-sd-2.png,24,26,31,21,28,0,0,31,3,3,click @3,5,86234.21000002418,86231.75000003539,85297.924,85300.79000000842,85314.591,86247.943
,flow.Sequence,1_5,2021-06-03T01:59:33.310Z,,,5,,,1817.1770000353863,completion,1,graph-5-sd-2.png,24,26,31,21,28,0,0,31,3,,,5,86234.5600000117,86231.75000003539,84397.906,84397.83000003081,84414.573,86247.943
