sender,sender_type,sender_id,timestamp,correct,correctResponse,deviation,disp_x,disp_y,duration,ended_on,graphFlag,img,item1,item2,item3,item4,item5,item6,item7,max,max_index,response,response_action,size,time_commit,time_end,time_render,time_run,time_show,time_switch
Stimulus + Response,canvas.Screen,1_0_1,2021-06-03T01:53:46.882Z,true,4,5,25,-53,2880.8570001013286,response,0,number-5-sd-1.png,48,43,46,53,51,0,0,53,4,4,click @4,5,86358.80000004545,86356.30000010133,83458.755,83462.30000001378,83475.443,86377.644
,flow.Sequence,1_0,2021-06-03T01:53:46.884Z,,,5,,,6750.163000101325,completion,0,number-5-sd-1.png,48,43,46,53,51,0,0,53,4,,,5,86360.94500008039,86356.30000010133,79523.01,79542.11000003852,79606.137,86377.644
Stimulus + Response,canvas.Screen,1_1_1,2021-06-03T01:53:54.281Z,true,4,15,57,-94,1525.4069999627536,response,1,graph-5-ld-3.png,37,28,43,58,50,0,0,58,4,4,click @4,5,93758.1750000827,93756.87499996275,92214.955,92216.6450000368,92231.468,93765.788
,flow.Sequence,1_1,2021-06-03T01:53:54.282Z,,,15,,,7379.230999962747,completion,1,graph-5-ld-3.png,37,28,43,58,50,0,0,58,4,,,5,93758.77499999478,93756.87499996275,86360.964,86361.41499993391,86377.644,93765.788
Stimulus + Response,canvas.Screen,1_2_1,2021-06-03T01:54:10.792Z,true,4,15,11,-77,2624.219000064375,response,0,number-5-ld-3.png,37,28,43,58,50,0,0,58,4,4,click @4,5,110268.28499999829,110266.24500006437,107625.604,107629.63999994099,107642.026,110277.211
,flow.Sequence,1_2,2021-06-03T01:54:10.792Z,,,15,,,16500.457000064373,completion,0,number-5-ld-3.png,37,28,43,58,50,0,0,58,4,,,5,110269.11500003189,110266.24500006437,93749.437,93759.06500010751,93765.788,110277.211
Stimulus + Response,canvas.Screen,1_3_1,2021-06-03T01:54:13.618Z,true,1,15,-12,11,1314.700000042547,response,1,graph-5-ld-4.png,44,36,15,30,24,0,0,44,1,1,click @1,5,113094.83499987982,113092.93000004254,111761.807,111764.6399999503,111778.23,113112.459
,flow.Sequence,1_3,2021-06-03T01:54:13.619Z,,,15,,,2815.719000042547,completion,1,graph-5-ld-4.png,44,36,15,30,24,0,0,44,1,,,5,113095.65000003204,113092.93000004254,110260.801,110269.49999993667,110277.211,113112.459
Stimulus + Response,canvas.Screen,1_4_1,2021-06-03T01:54:16.235Z,true,5,5,-24,-53,1546.6570000184001,response,1,graph-5-sd-3.png,81,77,84,79,86,0,0,86,5,5,click @5,5,115711.79000008851,115709.8850000184,114146.741,114159.99000007287,114163.228,115737.898
,flow.Sequence,1_4,2021-06-03T01:54:16.236Z,,,5,,,2597.4260000184004,completion,1,graph-5-sd-3.png,81,77,84,79,86,0,0,86,5,,,5,115712.56999997422,115709.8850000184,113095.819,113096.14999988116,113112.459,115737.898
Stimulus + Response,canvas.Screen,1_5_1,2021-06-03T01:54:20.055Z,true,1,15,29,-39,2631.416999893234,response,0,number-5-ld-4.png,44,36,15,30,24,0,0,44,1,1,click @1,5,119531.7549998872,119529.85999989323,116881.767,116888.45500000753,116898.443,119560.966
,flow.Sequence,1_5,2021-06-03T01:54:20.056Z,,,15,,,3791.961999893232,completion,0,number-5-ld-4.png,44,36,15,30,24,0,0,44,1,,,5,119532.48500009067,119529.85999989323,115697.837,115712.93499995954,115737.898,119560.966
Stimulus + Response,canvas.Screen,1_6_1,2021-06-03T01:54:23.207Z,true,2,5,72,1,1413.7890000473853,response,0,number-3-sd-2.png,54,57,51,0,0,0,0,57,2,2,click @2,3,122684.05999988317,122681.88000004739,121251.636,121255.6849999819,121268.091,122702.423
,flow.Sequence,1_6,2021-06-03T01:54:23.208Z,,,5,,,3120.9140000473853,completion,0,number-3-sd-2.png,54,57,51,0,0,0,0,57,2,,,3,122685.2249999065,122681.88000004739,119517.063,119532.83499996178,119560.966,122702.423
