sender,sender_type,sender_id,timestamp,correct,correctResponse,deviation,disp_x,disp_y,duration,ended_on,graphFlag,img,item1,item2,item3,item4,item5,item6,item7,max,max_index,response,response_action,size,time_commit,time_end,time_render,time_run,time_show,time_switch
Stimulus + Response,canvas.Screen,1_0_1,2021-06-03T01:53:39.879Z,TRUE,4,15,-22,-17,1050.884,response,1,graph-7-ld-2.png,53,58,35,71,63,48,42,71,4,4,click @4,7,150763.3,150759.9,149692.349,149708.1,149709.016,150775.704
,flow.Sequence,1_0,2021-06-03T01:53:39.880Z,,,15,,,4972.053,completion,1,graph-7-ld-2.png,53,58,35,71,63,48,42,71,4,,,7,150764.1,150759.9,145754.513,145764.8,145787.847,150775.704
Stimulus + Response,canvas.Screen,1_1_1,2021-06-03T01:53:42.456Z,TRUE,4,5,77,-90,1078.033,response,1,graph-7-sd-5.png,21,16,19,24,18,15,12,24,4,4,click @4,7,153340,153337.1,152242.4,152245.5,152259.067,153342.422
,flow.Sequence,1_1,2021-06-03T01:53:42.456Z,,,5,,,2561.396,completion,1,graph-7-sd-5.png,21,16,19,24,18,15,12,24,4,,,7,153340.5,153337.1,150759.037,150764.4,150775.704,153342.422
Stimulus + Response,canvas.Screen,1_2_1,2021-06-03T01:53:45.478Z,TRUE,2,15,-82,-37,1216.186,response,0,number-3-ld-3.png,21,43,32,0,0,0,0,43,2,2,click @2,3,156361.7,156359.1,155126.247,155127.3,155142.914,156376.272
,flow.Sequence,1_2,2021-06-03T01:53:45.478Z,,,15,,,3016.678,completion,0,number-3-ld-3.png,21,43,32,0,0,0,0,43,2,,,3,156362.3,156359.1,153325.755,153340.9,153342.422,156376.272
Stimulus + Response,canvas.Screen,1_3_1,2021-06-03T01:53:48.816Z,FALSE,1,15,95,17,2254.64,response,0,number-7-ld-4.png,61,27,43,39,34,49,54,61,1,7,click @7,7,159700.5,159697.6,157426.293,157431.6,157442.96,159709.672
,flow.Sequence,1_3,2021-06-03T01:53:48.817Z,,,15,,,3321.328,completion,0,number-7-ld-4.png,61,27,43,39,34,49,54,61,1,,,7,159701.3,159697.6,156359.605,156362.5,156376.272,159709.672
Stimulus + Response,canvas.Screen,1_4_1,2021-06-03T01:53:51.658Z,TRUE,2,5,14,-68,1062.926,response,0,number-3-sd-2.png,54,57,51,0,0,0,0,57,2,2,click @2,3,162542.4,162539.3,161459.707,161475.6,161476.374,162559.729
,flow.Sequence,1_4,2021-06-03T01:53:51.659Z,,,5,,,2829.628,completion,0,number-3-sd-2.png,54,57,51,0,0,0,0,57,2,,,3,162543.1,162539.3,159693.005,159701.7,159709.672,162559.729
Stimulus + Response,canvas.Screen,1_5_1,2021-06-03T01:53:53.862Z,TRUE,5,15,-15,-87,1167.084,response,1,graph-5-ld-1.png,27,40,19,33,48,0,0,48,5,5,click @5,5,164746.5,164743.5,163559.749,163567.8,163576.416,164760.28
,flow.Sequence,1_5,2021-06-03T01:53:53.863Z,,,15,,,2183.771,completion,1,graph-5-ld-1.png,27,40,19,33,48,0,0,48,5,,,5,164746.9,164743.5,162543.062,162543.5,162559.729,164760.28
Stimulus + Response,canvas.Screen,1_6_1,2021-06-03T01:53:58.443Z,FALSE,7,5,86,55,3430.864,response,0,number-7-sd-4.png,33,37,36,31,34,29,39,39,7,2,click @2,7,169327.4,169324.5,165876.969,165888.2,165893.636,169343.705
,flow.Sequence,1_6,2021-06-03T01:53:58.444Z,,,5,,,4564.22,completion,0,number-7-sd-4.png,33,37,36,31,34,29,39,39,7,,,7,169328,169324.5,164743.613,164747.2,164760.28,169343.705
Stimulus + Response,canvas.Screen,1_7_1,2021-06-03T01:54:00.483Z,TRUE,6,15,-16,28,904.006,response,1,graph-7-ld-5.png,43,38,27,48,19,56,33,56,6,6,click @6,7,171366.8,171364.4,170443.727,170445.2,170460.394,171377.079
,flow.Sequence,1_7,2021-06-03T01:54:00.483Z,,,15,,,2020.695,completion,1,graph-7-ld-5.png,43,38,27,48,19,56,33,56,6,,,7,171367.2,171364.4,169327.038,169328.2,169343.705,171377.079
Stimulus + Response,canvas.Screen,1_8_1,2021-06-03T01:54:02.920Z,TRUE,3,5,94,-69,1540.97,response,0,number-5-sd-2.png,24,26,31,21,28,0,0,31,3,3,click @3,5,173804.2,173801.4,172243.763,172248.7,172260.43,173810.461
,flow.Sequence,1_8,2021-06-03T01:54:02.921Z,,,5,,,2424.321,completion,0,number-5-sd-2.png,24,26,31,21,28,0,0,31,3,,,5,173804.6,173801.4,171360.412,171367.4,171377.079,173810.461
Stimulus + Response,canvas.Screen,1_9_1,2021-06-03T01:54:05.610Z,TRUE,5,5,24,53,1797.188,response,0,number-7-sd-2.png,55,48,52,57,59,50,53,59,5,5,click @5,7,176494.1,176491,174677.145,174681.7,174693.812,176511.063
,flow.Sequence,1_9,2021-06-03T01:54:05.611Z,,,5,,,2680.539,completion,0,number-7-sd-2.png,55,48,52,57,59,50,53,59,5,,,7,176494.6,176491,173793.794,173804.8,173810.461,176511.063
Stimulus + Response,canvas.Screen,1_10_1,2021-06-03T01:54:07.762Z,TRUE,5,5,-98,29,1365.755,response,1,graph-5-sd-3.png,81,77,84,79,86,0,0,86,5,5,click @5,5,178646.1,178643.5,177261.078,177263.1,177277.745,178661.106
,flow.Sequence,1_10,2021-06-03T01:54:07.763Z,,,5,,,2132.437,completion,1,graph-5-sd-3.png,81,77,84,79,86,0,0,86,5,,,5,178646.5,178643.5,176494.396,176495,176511.063,178661.106
Stimulus + Response,canvas.Screen,1_11_1,2021-06-03T01:54:09.654Z,TRUE,3,5,64,36,1074.578,response,1,graph-3-sd-4.png,15,11,18,0,0,0,0,18,3,3,click @3,3,180538.4,180535.7,179444.455,179455.7,179461.122,180544.477
,flow.Sequence,1_11,2021-06-03T01:54:09.655Z,,,5,,,1874.594,completion,1,graph-3-sd-4.png,15,11,18,0,0,0,0,18,3,,,3,180538.7,180535.7,178644.439,178646.7,178661.106,180544.477
Stimulus + Response,canvas.Screen,1_12_1,2021-06-03T01:54:12.023Z,TRUE,6,15,-51,76,1726.577,response,0,number-7-ld-5.png,43,38,27,48,19,56,33,56,6,6,click @6,7,182907.3,182904.4,181161.156,181163.4,181177.823,182911.191
,flow.Sequence,1_12,2021-06-03T01:54:12.024Z,,,15,,,2359.923,completion,0,number-7-ld-5.png,43,38,27,48,19,56,33,56,6,,,7,182907.7,182904.4,180527.81,180538.9,180544.477,182911.191
Stimulus + Response,canvas.Screen,1_13_1,2021-06-03T01:54:13.666Z,TRUE,2,15,32,72,786.292,response,1,graph-3-ld-3.png,21,43,32,0,0,0,0,43,2,2,click @2,3,184550,184547.5,183744.541,183756.3,183761.208,184561.224
,flow.Sequence,1_13,2021-06-03T01:54:13.667Z,,,15,,,1636.309,completion,1,graph-3-ld-3.png,21,43,32,0,0,0,0,43,2,,,3,184550.4,184547.5,182894.524,182907.9,182911.191,184561.224
Stimulus + Response,canvas.Screen,1_14_1,2021-06-03T01:54:16.462Z,TRUE,6,5,-75,-37,2213.398,response,0,number-7-sd-3.png,16,21,24,25,22,28,19,28,6,6,click @6,7,187345.6,187341.3,185111.235,185127.3,185127.902,187361.917
,flow.Sequence,1_14,2021-06-03T01:54:16.463Z,,,5,,,2780.076,completion,0,number-7-sd-3.png,16,21,24,25,22,28,19,28,6,,,7,187346.4,187341.3,184544.557,184550.6,184561.224,187361.917
Stimulus + Response,canvas.Screen,1_15_1,2021-06-03T01:54:18.568Z,TRUE,2,15,42,-51,1287.567,response,1,graph-5-ld-5.png,47,75,61,54,68,0,0,75,2,2,click @2,5,189452.1,189449.5,188145.266,188161.1,188161.933,189461.959
,flow.Sequence,1_15,2021-06-03T01:54:18.569Z,,,15,,,2087.583,completion,1,graph-5-ld-5.png,47,75,61,54,68,0,0,75,2,,,5,189452.4,189449.5,187345.25,187346.8,187361.917,189461.959
Stimulus + Response,canvas.Screen,1_16_1,2021-06-03T01:54:21.522Z,TRUE,1,5,43,-56,1908.187,response,0,number-5-sd-5.png,70,63,67,65,60,0,0,70,1,1,click @1,5,192406,192403.5,190478.646,190493.8,190495.313,192412.018
,flow.Sequence,1_16,2021-06-03T01:54:21.523Z,,,5,,,2941.541,completion,0,number-5-sd-5.png,70,63,67,65,60,0,0,70,1,,,5,192406.4,192403.5,189445.292,189452.6,189461.959,192412.018
